payment_id,account_id,payment_date,amount,payment_method,payment_status
PMT001286,DC100750,2025-05-30,62.45,Direct Debit,Cleared
PMT001287,DC100750,06/04/2024,34.04,DEBIT CARD,Cleared
PMT001288,DC100750,27-08-2025,48.64,Standing Order,Cleared
PMT001289,DC100750,18/12/2023,146.78,Bank Transfer,Failed
PMT001290,DC100750,2024-07-23,31.1,Standing Order,Cleared
PMT001291,DC100751,2026-02-13,35.55,Card,Cleared
PMT001292,DC100751,13/03/2026,317.66,DEBIT CARD,Cleared
PMT001293,DC100751,2026-06-27,32.2,Standing Order,Cleared
PMT001294,DC100753,2023-11-01,5.35,Standing Order,Cleared
PMT001295,DC100753,2024-05-22,128.37,Cheque,Cleared
PMT001296,DC100753,23/03/2025,266.43,Standing Order,Cleared
PMT001297,DC100754,2024-06-19,331.86,Debit Card,Pending
PMT001298,DC100754,28-03-2024,42.97,Card,Failed
PMT001299,DC100754,2024-09-17,17.74,Bank Transfer,Cleared
PMT001300,DC100755,2024-10-17,21.86,Bank Transfer,Cleared
PMT001301,DC100755,2026-08-22,207.64,debit card,Cleared
PMT001302,DC100755,08/03/2025,100.27,DEBIT CARD,Cleared
PMT001303,DC100756,2025-05-26,12.54,Standing Order,Cleared
PMT001304,DC100756,2025-02-08,244.85,Card,Cleared
PMT001305,DC100756,2025-04-19,199.89,Cheque,Cleared
PMT001306,DC100756,03/11/2024,68.36,Standing Order,Pending
PMT001307,DC100756,2025-05-19,33.83,Cash,Cleared
PMT001308,DC100756,2025-01-02,204.22,Cash,Cleared
PMT001309,DC100757,2025-08-01,468.09,Debit Card,Cleared
PMT001310,DC100758,2026-06-15,38.02,Debit Card,Cleared
PMT001311,DC100759,03-07-2026,154.53,Debit Card,Cleared
PMT001312,DC100760,15/07/2026,46.84,Debit Card,Cleared
PMT001313,DC100760,2026-03-22,5.49,Standing Order,Cleared
PMT001314,DC100760,2026-05-28,43.24,Debit Card,Cleared
PMT001315,DC100760,13/01/2026,261.08,DEBIT CARD,Cleared
PMT001316,DC100760,2026-08-14,472.62,debit card,Pending
PMT001317,DC100761,17/09/2024,479.9,Debit Card,Cleared
PMT001318,DC100761,2026-03-29,18.4,Card,Cleared
PMT001319,DC100761,2024-10-23,388.88,Cash,Cleared
PMT001320,DC100762,2025-02-17,313.01,Bank Transfer,Cleared
PMT001321,DC100762,2025-04-27,6.76,DEBIT CARD,Pending
PMT001322,DC100763,21/02/2026,10.8,Card,Failed
PMT001323,DC100764,2026-01-25,18.74,DEBIT CARD,Cleared
PMT001324,DC100765,2025-07-10,32.78,Card,Cleared
PMT001325,DC100765,07/01/2026,21.23,DEBIT CARD,Cleared
PMT001326,DC100765,21-11-2025,376.14,Debit Card,Cleared
PMT001327,DC100766,02/10/2025,230.4,Direct Debit,Cleared
PMT001328,DC100766,2026-02-24,17.88,DEBIT CARD,Cleared
PMT001329,DC100766,2026-03-05,40.82,Standing Order,Cleared
PMT001330,DC100766,03/17/2026,487.05,Direct Debit,Cleared
PMT001331,DC100767,2025-12-27,45.27,Debit Card,Cleared
PMT001332,DC100768,21/06/2026,10.25,Standing Order,Cleared
PMT001333,DC100769,25-11-2024,12.97,debit card,Cleared
PMT001334,DC100769,2024-06-13,137.73,Debit Card,Cleared
PMT001335,DC100769,2024-04-08,447.81,Direct Debit,Cleared
PMT001336,DC100771,2026-08-18,169.24,DEBIT CARD,Cleared
PMT001337,DC100772,2025-12-25,331.46,debit card,Cleared
PMT001338,DC100772,06/08/2025,105.36,Cheque,Cleared
PMT001339,DC100774,04/04/2026,275.5,Bank Transfer,Cleared
PMT001340,DC100775,2026-07-13,44.7,Cash,Cleared
PMT001341,DC100776,2025-11-22,21.59,Card,Cleared
PMT001342,DC100776,28/08/2025,46.28,Cash,Cleared
PMT001343,DC100776,2025-11-21,19.59,Debit Card,Cleared
PMT001344,DC100776,01/01/2026,157.38,Card,Cleared
PMT001345,DC100778,2023-12-24,336.06,debit card,Failed
PMT001346,DC100779,13-12-2024,61.92,Direct Debit,Cleared
PMT001347,DC100779,2024-04-09,408.11,Debit Card,Cleared
PMT001348,DC100779,2024-08-09,24.7,Standing Order,Cleared
PMT001349,DC100780,02/18/2026,69.84,Debit Card,Cleared
PMT001350,DC100782,09/02/2025,77.04,Standing Order,Cleared
PMT001351,DC100782,10/03/2025,432.71,debit card,Cleared
PMT001352,DC100782,2026-01-23,27.74,Debit Card,Cleared
PMT001353,DC100783,01/04/2026,22.65,DEBIT CARD,Cleared
PMT001354,DC100784,2024-12-18,126.35,Cheque,Cleared
PMT001355,DC100784,2025-03-13,389.08,Card,Cleared
PMT001356,DC100786,2026-03-09,33.86,debit card,Cleared
PMT001357,DC100786,2026-04-03,9.49,Cheque,Cleared
PMT001358,DC100786,15/04/2025,41.78,Direct Debit,Cleared
PMT001359,DC100787,2025-08-20,298.19,debit card,Cleared
PMT001360,DC100787,2024-09-27,354.43,Debit Card,Cleared
PMT001361,DC100787,17/08/2024,89.87,Bank Transfer,Cleared
PMT001362,DC100787,2025-12-26,17.86,Bank Transfer,Cleared
PMT001363,DC100787,2025-07-21,20.71,Cash,Cleared
PMT001364,DC100788,24/06/2025,253.92,Debit Card,Cleared
PMT001365,DC100789,2025-02-01,39.8,DEBIT CARD,Cleared
PMT001366,DC100789,22-01-2025,387.46,Standing Order,Pending
PMT001367,DC100789,13/08/2025,42.33,Standing Order,Cleared
PMT001368,DC100790,28/03/2026,31.5,Cheque,Pending
PMT001369,DC100790,23-10-2025,144.06,DEBIT CARD,Pending
PMT001370,DC100790,2026-06-22,32.75,Card,Cleared
PMT001371,DC100790,2026-06-18,16.8,Bank Transfer,Cleared
PMT001372,DC100790,2026-03-18,149.62,Standing Order,Pending
PMT001373,DC100791,05/09/2026,326.76,Standing Order,Cleared
PMT001374,DC100791,2026-01-17,17.2,Debit Card,Cleared
PMT001375,DC100791,2026-03-14,319.47,Direct Debit,Cleared
PMT001376,DC100792,09/14/2025,34.66,Cheque,Cleared
PMT001377,DC100792,31/05/2025,41.2,Direct Debit,Cleared
PMT001378,DC100792,27/10/2025,416.84,Cheque,Cleared
PMT001379,DC100793,07-09-2026,34.92,Standing Order,Cleared
PMT001380,DC100793,20/09/2026,158.13,DEBIT CARD,Cleared
PMT001381,DC100794,2026-01-25,433.99,DEBIT CARD,Cleared
PMT001382,DC100794,02/07/2026,44.85,Cash,Cleared
PMT001383,DC100794,2025-01-29,72.73,Direct Debit,Cleared
PMT001384,DC100794,2024-11-27,29.18,Direct Debit,Pending
PMT001385,DC100794,2024-12-31,14.26,Cheque,Cleared
PMT001386,DC100794,06/11/2024,114.47,Debit Card,Cleared
PMT001387,DC100795,2024-08-25,37.28,Cheque,Cleared
PMT001388,DC100797,2025-05-20,48.16,Cheque,Cleared
PMT001389,DC100797,2025-10-29,74.54,Debit Card,Cleared
PMT001390,DC100797,04/09/2024,20.52,Direct Debit,Cleared
PMT001391,DC100797,2025-12-10,14.28,Bank Transfer,Cleared
PMT001392,DC100797,2025-10-09,88.08,Cash,Cleared
PMT001393,DC100797,2025-12-15,387.11,Cash,Pending
PMT001394,DC100798,2026-07-27,16.31,Debit Card,Failed
PMT001395,DC100798,2026-05-25,442.86,DEBIT CARD,Cleared
PMT001396,DC100798,2025-05-20,275.95,DEBIT CARD,Cleared
PMT001397,DC100798,15/03/2026,21.91,debit card,Pending
PMT001398,DC100798,2025-06-25,38.43,Debit Card,Cleared
PMT001399,DC100798,18-09-2026,64.6,Direct Debit,Cleared
PMT001400,DC100798,2026-01-20,93.98,Debit Card,Cleared
PMT001401,DC100798,2025-08-08,170.69,Cash,Cleared
PMT001402,DC100800,2025-11-08,392.13,DEBIT CARD,Pending
PMT001403,DC100801,2025-09-27,458.27,Card,Cleared
PMT001404,DC100801,2025-02-22,196.3,debit card,Cleared
PMT001405,DC100801,2025-06-19,45.12,debit card,Cleared
PMT001406,DC100801,2025-08-16,305.9,Cash,Cleared
PMT001407,DC100801,2024-01-13,314.16,Direct Debit,Cleared
PMT001408,DC100801,2024-01-16,217.94,Standing Order,Cleared
PMT001409,DC100802,24/08/2026,382.58,Card,Cleared
PMT001410,DC100802,2026-06-01,286.52,Direct Debit,Cleared
PMT001411,DC100802,10-01-2026,332.14,Direct Debit,Pending
PMT001412,DC100804,2025-12-25,37.93,Direct Debit,Failed
PMT001413,DC100805,2026-07-26,31.39,Standing Order,Cleared
PMT001414,DC100807,2026-03-21,15.97,Card,Cleared
PMT001415,DC100807,2025-01-14,23.9,Debit Card,Cleared
PMT001416,DC100807,2026-01-06,218.17,Bank Transfer,Cleared
PMT001417,DC100809,2026-07-30,42.71,Bank Transfer,Cleared
PMT001418,DC100813,2026-07-04,153.17,debit card,Cleared
PMT001419,DC100813,28/07/2026,5.58,debit card,Cleared
PMT001420,DC100815,2024-06-20,34.76,Standing Order,Pending
PMT001421,DC100815,2025-06-27,39.29,Direct Debit,Cleared
PMT001422,DC100815,2025-03-06,472.33,DEBIT CARD,Cleared
PMT001423,DC100815,2025-03-29,196.87,Cash,Failed
PMT001424,DC100815,2025-06-16,372.71,Debit Card,Cleared
PMT001425,DC100815,2025-11-08,35.98,Direct Debit,Cleared
PMT001426,DC100815,2025-05-02,198.51,Standing Order,Cleared
PMT001427,DC100815,11/10/2024,231.26,Card,Failed
PMT001428,DC100817,2026-06-03,434.44,Card,Cleared
PMT001429,DC100819,2026-03-10,45.81,Cheque,Cleared
PMT001430,DC100819,05/06/2026,376.65,Cash,Cleared
PMT001431,DC100819,23/08/2026,366.41,Standing Order,Cleared
PMT001432,DC100820,2024-07-03,480.65,Card,Cleared
PMT001433,DC100820,27/04/2026,416.48,DEBIT CARD,Cleared
PMT001434,DC100820,2025-07-18,446.63,Cash,Cleared
PMT001435,DC100821,25/04/2025,36.82,Cash,Cleared
PMT001436,DC100821,2026-08-31,475.74,Direct Debit,Cleared
PMT001437,DC100821,2026-01-07,8.91,debit card,Cleared
PMT001438,DC100821,12-11-2025,367.46,Card,Failed
PMT001439,DC100821,2025-08-08,5.03,Direct Debit,Pending
PMT001440,DC100824,08/06/2026,24.93,DEBIT CARD,Cleared
PMT001441,DC100825,03-10-2025,33.83,Cash,Cleared
PMT001442,DC100825,2025-04-08,430.93,DEBIT CARD,Cleared
PMT001443,DC100826,2026-06-26,8.42,Cash,Cleared
PMT001444,DC100829,2026-09-07,24.29,Cash,Pending
PMT001445,DC100830,01/04/2026,238.81,Cheque,Cleared
PMT001446,DC100830,26/02/2025,282.06,Debit Card,Cleared
PMT001447,DC100830,13-12-2025,32.38,Debit Card,Failed
PMT001448,DC100832,10-07-2024,283.57,Cheque,Cleared
PMT001449,DC100832,2026-03-12,18.91,debit card,Cleared
PMT001450,DC100832,2024-07-08,29.95,Standing Order,Cleared
PMT001451,DC100832,2025-10-27,8.05,Direct Debit,Cleared
PMT001452,DC100832,2026-04-12,29.37,Cash,Pending
PMT001453,DC100833,2024-05-21,209.02,Debit Card,Cleared
PMT001454,DC100833,2024-06-12,191.08,Debit Card,Cleared
PMT001455,DC100835,2026-02-27,260.72,Debit Card,Cleared
PMT001456,DC100835,21/09/2025,30.98,Direct Debit,Cleared
PMT001457,DC100835,2024-11-06,418.15,Card,Cleared
PMT001458,DC100836,08/02/2026,5.96,debit card,Cleared
PMT001459,DC100836,18/02/2026,442.67,Debit Card,Cleared
PMT001460,DC100836,2026-01-10,262.37,Cheque,Cleared
PMT001461,DC100837,24/02/2025,261.46,Debit Card,Cleared
PMT001462,DC100838,2024-08-10,31.68,Debit Card,Cleared
PMT001463,DC100838,26/08/2025,19.38,Cash,Cleared
PMT001464,DC100839,2025-09-01,55.83,DEBIT CARD,Cleared
PMT001465,DC100839,08/02/2026,16.98,debit card,Cleared
PMT001466,DC100839,28/02/2026,176.81,DEBIT CARD,Cleared
PMT001467,DC100840,2025-01-03,15.3,Cash,Cleared
PMT001468,DC100840,2026-01-09,41.49,Cash,Cleared
PMT001469,DC100840,2025-10-25,30.81,Card,Pending
PMT001470,DC100841,2025-09-27,38.11,Direct Debit,Cleared
PMT001471,DC100841,2026-01-21,17.91,Cash,Failed
PMT001472,DC100841,05/07/2026,5.42,Card,Cleared
PMT001473,DC100841,2025-06-25,16.66,Bank Transfer,Pending
PMT001474,DC100843,15-08-2026,454.98,Direct Debit,Cleared
PMT001475,DC100843,2026-03-16,330.65,Bank Transfer,Cleared
PMT001476,DC100843,30-12-2025,446.28,DEBIT CARD,Cleared
PMT001477,DC100843,04/27/2026,29.09,Bank Transfer,Cleared
PMT001478,DC100844,03/07/2026,99.55,Bank Transfer,Cleared
PMT001479,DC100844,05/04/2026,258.21,DEBIT CARD,Pending
PMT001480,DC100844,21/10/2025,61.06,Cheque,Cleared
PMT001481,DC100844,2025-09-20,23.59,Standing Order,Cleared
PMT001482,DC100844,27/12/2025,9.06,Direct Debit,Cleared
PMT001483,DC100845,2026-08-26,158.29,Standing Order,Cleared
PMT001484,DC100845,2026-05-01,7.9,Cash,Pending
PMT001485,DC100845,2026-03-22,8.85,Direct Debit,Cleared
PMT001486,DC100845,30-12-2025,27.73,Cash,Cleared
PMT001487,DC100846,2026-09-05,95.12,Bank Transfer,Cleared
PMT001488,DC100846,2026-08-22,238.02,Card,Cleared
PMT001489,DC100846,2026-06-13,24.72,Direct Debit,Failed
PMT001490,DC100847,28-10-2025,319.09,debit card,Cleared
PMT001491,DC100848,2025-09-05,57.4,debit card,Failed
PMT001492,DC100849,2024-03-16,28.14,debit card,Cleared
PMT001493,DC100849,2024-07-29,350.37,Standing Order,Pending
PMT001494,DC100849,2024-06-29,43.4,Direct Debit,Pending
PMT001495,DC100853,05/03/2026,213.27,Cheque,Failed
PMT001496,DC100853,2026-09-13,461.2,Bank Transfer,Cleared
PMT001497,DC100854,02/14/2026,28.02,Debit Card,Cleared
PMT001498,DC100854,2026-03-29,38.29,debit card,Cleared
PMT001499,DC100856,2025-11-12,20.1,debit card,Cleared
PMT001500,DC100859,2026-05-30,179.55,Direct Debit,Cleared
PMT001501,DC100860,2024-05-02,46.0,Card,Cleared
PMT001502,DC100861,13/11/2024,25.74,DEBIT CARD,Cleared
PMT001503,DC100861,2025-04-20,346.45,Debit Card,Cleared
PMT001504,DC100861,2026-05-06,20.29,Standing Order,Cleared
PMT001505,DC100861,19/09/2025,21.06,Bank Transfer,Cleared
PMT001506,DC100863,05-01-2026,12.05,Card,Cleared
PMT001507,DC100863,2026-01-08,313.93,Bank Transfer,Cleared
PMT001508,DC100865,2026-07-14,391.66,Direct Debit,Cleared
PMT001509,DC100867,17/05/2025,15.74,Cash,Failed
PMT001510,DC100867,2025-11-29,16.28,Direct Debit,Cleared
PMT001511,DC100867,2024-09-05,39.14,DEBIT CARD,Cleared
PMT001512,DC100867,2026-03-09,119.46,Card,Failed
PMT001513,DC100867,14/08/2024,28.52,Cheque,Cleared
PMT001514,DC100868,2026-04-30,415.46,Debit Card,Cleared
PMT001515,DC100869,2025-03-10,31.3,Card,Cleared
PMT001516,DC100869,2024-07-18,73.39,Cheque,Cleared
PMT001517,DC100869,2024-07-20,262.25,Cheque,Cleared
PMT001518,DC100871,2026-07-18,288.48,DEBIT CARD,Cleared
PMT001519,DC100872,26/11/2025,21.97,Direct Debit,Cleared
PMT001520,DC100872,2026-02-01,16.85,Card,Failed
PMT001521,DC100873,2026-09-02,33.77,Card,Cleared
PMT001522,DC100873,2026-02-14,161.18,Standing Order,Cleared
PMT001523,DC100874,09-08-2025,218.06,debit card,Pending
PMT001524,DC100874,2024-11-10,34.99,debit card,Cleared
PMT001525,DC100874,2024-12-25,42.54,Cash,Cleared
PMT001526,DC100875,16/09/2025,15.35,Direct Debit,Cleared
PMT001527,DC100875,2025-12-11,383.22,Debit Card,Cleared
PMT001528,DC100875,09-10-2024,301.48,Direct Debit,Cleared
PMT001529,DC100877,23/08/2026,198.07,Direct Debit,Cleared
PMT001530,DC100877,2025-11-22,17.4,debit card,Cleared
PMT001531,DC100878,2026-09-16,201.38,DEBIT CARD,Cleared
PMT001532,DC100878,2025-09-15,397.99,Debit Card,Cleared
PMT001533,DC100881,09/01/2026,99.28,Cash,Cleared
PMT001534,DC100881,2026-01-21,26.32,Standing Order,Cleared
PMT001535,DC100886,08-07-2026,168.66,DEBIT CARD,Cleared
PMT001536,DC100887,2024-02-05,223.27,Bank Transfer,Pending
PMT001537,DC100887,06/06/2025,124.81,Card,Cleared
PMT001538,DC100887,2025-08-09,12.41,debit card,Failed
PMT001539,DC100887,25/01/2024,206.45,Cash,Cleared
PMT001540,DC100887,2024-07-25,14.65,Standing Order,Cleared
PMT001541,DC100887,03/03/2025,419.71,Cheque,Cleared
PMT001542,DC100888,2025-03-20,76.6,Debit Card,Cleared
PMT001543,DC100889,16/05/2024,7.29,DEBIT CARD,Cleared
PMT001544,DC100890,10-11-2024,302.82,Cheque,Cleared
PMT001545,DC100890,17-02-2025,49.77,Cash,Cleared
PMT001546,DC100891,31-03-2026,233.54,Cheque,Cleared
PMT001547,DC100892,2025-11-16,47.96,Debit Card,Pending
PMT001548,DC100892,2025-08-05,20.96,debit card,Cleared
PMT001549,DC100892,2026-02-06,13.78,DEBIT CARD,Cleared
PMT001550,DC100894,26-06-2025,21.97,Cheque,Cleared
PMT001551,DC100894,2025-08-13,43.1,DEBIT CARD,Cleared
PMT001552,DC100894,2024-12-09,309.04,Standing Order,Pending
PMT001553,DC100894,2024-07-12,408.54,Bank Transfer,Cleared
PMT001554,DC100894,2026-03-17,46.25,Card,Cleared
PMT001555,DC100894,23/08/2025,25.78,DEBIT CARD,Failed
PMT001556,DC100895,2025-12-24,22.83,Standing Order,Cleared
PMT001557,DC100896,06/16/2024,74.38,debit card,Cleared
PMT001558,DC100896,2025-12-08,7.02,debit card,Cleared
PMT001559,DC100896,2025-02-01,415.91,Standing Order,Cleared
PMT001560,DC100896,04/06/2025,15.19,Debit Card,Cleared
PMT001561,DC100896,28/04/2025,23.27,Cash,Cleared
PMT001562,DC100897,09/10/2025,235.34,Direct Debit,Pending
PMT001563,DC100898,2025-11-27,349.49,Card,Pending
PMT001564,DC100898,15/10/2025,47.91,Standing Order,Cleared
PMT001565,DC100899,2026-09-17,199.51,Bank Transfer,Cleared
PMT001566,DC100899,08/30/2025,206.5,DEBIT CARD,Failed
PMT001567,DC100901,23/08/2024,289.22,Cheque,Cleared
PMT001568,DC100901,2026-06-07,426.82,Bank Transfer,Cleared
PMT001569,DC100901,19/12/2024,160.93,Debit Card,Failed
PMT001570,DC100901,06/25/2025,34.95,DEBIT CARD,Cleared
PMT001571,DC100901,2025-10-18,36.27,DEBIT CARD,Cleared
PMT001572,DC100901,2024-09-24,42.58,Cheque,Cleared
PMT001573,DC100902,2025-08-04,330.99,debit card,Pending
PMT001574,DC100902,14-09-2026,228.52,Standing Order,Cleared
PMT001575,DC100906,01/24/2025,45.63,Card,Cleared
PMT001576,DC100906,2025-10-24,125.52,Standing Order,Cleared
PMT001577,DC100906,21/11/2025,485.35,Direct Debit,Cleared
PMT001578,DC100906,2026-03-15,39.39,Bank Transfer,Cleared
PMT001579,DC100907,30/06/2026,37.75,Cash,Cleared
PMT001580,DC100907,2026-07-04,19.84,Card,Cleared
PMT001581,DC100907,07/17/2026,20.3,Debit Card,Cleared
PMT001582,DC100909,2025-12-06,31.56,Direct Debit,Cleared
PMT001583,DC100909,11/13/2025,18.66,Standing Order,Cleared
PMT001584,DC100909,2025-06-24,423.26,Bank Transfer,Cleared
PMT001585,DC100909,31/03/2025,438.78,Bank Transfer,Failed
PMT001586,DC100910,23/08/2026,402.54,Cash,Cleared
PMT001587,DC100911,10/21/2025,150.84,debit card,Cleared
PMT001588,DC100911,2025-09-21,225.83,Card,Cleared
PMT001589,DC100911,2026-05-10,186.44,Cheque,Cleared
PMT001590,DC100912,2026-08-19,367.9,Direct Debit,Cleared
PMT001591,DC100914,19-07-2026,490.54,debit card,Cleared
PMT001592,DC100914,2026-05-25,305.83,DEBIT CARD,Cleared
PMT001593,DC100914,10/28/2025,35.95,Direct Debit,Cleared
PMT001594,DC100914,2026-07-19,33.51,DEBIT CARD,Cleared
PMT001595,DC100914,2026-02-19,56.83,Cash,Cleared
PMT001596,DC100915,2026-05-29,47.83,Bank Transfer,Cleared
PMT001597,DC100915,01/07/2026,153.81,Standing Order,Cleared
PMT001598,DC100917,26-01-2024,12.24,Card,Failed
PMT001599,DC100917,2025-05-16,487.92,Bank Transfer,Cleared
PMT001600,DC100917,08/05/2024,347.24,Cheque,Cleared
PMT001601,DC100917,2024-10-03,446.1,Direct Debit,Cleared
PMT001602,DC100918,31/01/2026,244.03,DEBIT CARD,Cleared
PMT001603,DC100918,2026-06-17,26.18,Debit Card,Cleared
PMT001604,DC100918,28/11/2025,298.09,Direct Debit,Cleared
PMT001605,DC100922,2025-01-16,134.78,Bank Transfer,Cleared
PMT001606,DC100922,19/10/2025,168.65,DEBIT CARD,Cleared
PMT001607,DC100922,12/10/2024,21.3,Bank Transfer,Cleared
PMT001608,DC100922,01/14/2025,94.91,Card,Cleared
PMT001609,DC100923,07-05-2025,422.2,Card,Cleared
PMT001610,DC100925,27/02/2026,36.14,Cash,Cleared
PMT001611,DC100925,2025-09-26,7.52,Bank Transfer,Cleared
PMT001612,DC100925,22-07-2024,488.01,Cheque,Cleared
PMT001613,DC100925,2026-03-19,477.61,DEBIT CARD,Cleared
PMT001614,DC100925,11/11/2025,306.28,Direct Debit,Cleared
PMT001615,DC100926,2025-08-03,373.39,Bank Transfer,Cleared
PMT001616,DC100929,2025-01-13,73.25,DEBIT CARD,Cleared
PMT001617,DC100929,03/24/2025,277.33,Cash,Pending
PMT001618,DC100929,2025-06-27,306.59,Card,Cleared
PMT001619,DC100929,2024-06-25,5.91,Debit Card,Cleared
PMT001620,DC100929,2025-07-08,41.76,debit card,Cleared
PMT001621,DC100929,30/09/2025,20.31,debit card,Cleared
PMT001622,DC100930,2025-08-03,53.57,Cash,Cleared
PMT001623,DC100930,27/12/2025,267.7,debit card,Cleared
PMT001624,DC100930,2026-05-20,41.73,Cash,Cleared
PMT001625,DC100930,2026-06-24,343.64,Direct Debit,Cleared
PMT001626,DC100930,06-08-2026,355.93,DEBIT CARD,Cleared
PMT001627,DC100930,2025-11-30,424.84,Card,Cleared
PMT001628,DC100932,2025-08-24,319.67,Debit Card,Cleared
PMT001629,DC100933,05/21/2025,63.43,Standing Order,Cleared
PMT001630,DC100933,2026-03-23,498.4,debit card,Cleared
PMT001631,DC100933,16-03-2026,11.82,DEBIT CARD,Cleared
PMT001632,DC100934,2024-11-30,24.04,Debit Card,Cleared
PMT001633,DC100935,18/07/2025,114.98,Cash,Cleared
PMT001634,DC100935,24/04/2025,378.18,Card,Cleared
PMT001635,DC100935,2024-06-07,150.8,DEBIT CARD,Cleared
PMT001636,DC100935,03/11/2025,82.39,Standing Order,Cleared
PMT001637,DC100935,2024-07-06,34.53,Standing Order,Cleared
PMT001638,DC100935,05/03/2025,364.12,Direct Debit,Cleared
PMT001639,DC100938,2025-12-04,227.24,Bank Transfer,Pending
PMT001640,DC100939,07/05/2025,75.42,Debit Card,Cleared
PMT001641,DC100942,14/11/2025,321.96,Bank Transfer,Cleared
PMT001642,DC100942,29/08/2025,387.18,DEBIT CARD,Cleared
PMT001643,DC100942,2024-10-29,28.26,DEBIT CARD,Cleared
PMT001644,DC100943,19/09/2026,19.65,DEBIT CARD,Failed
PMT001645,DC100944,2026-06-14,14.55,DEBIT CARD,Cleared
PMT001646,DC100946,07/28/2026,8.41,Bank Transfer,Cleared
PMT001647,DC100946,01/04/2026,36.52,Cash,Cleared
PMT001648,DC100950,04-09-2024,195.42,Debit Card,Cleared
PMT001649,DC100951,2024-03-21,39.55,Direct Debit,Cleared
PMT001650,DC100951,10-01-2025,274.03,Direct Debit,Cleared
PMT001651,DC100951,2024-08-21,120.49,DEBIT CARD,Cleared
PMT001652,DC100951,22-11-2023,25.47,Standing Order,Cleared
PMT001653,DC100952,2026-02-27,72.1,Cash,Pending
PMT001654,DC100953,2025-06-16,38.62,Debit Card,Cleared
PMT001655,DC100954,2026-03-25,420.66,DEBIT CARD,Cleared
PMT001656,DC100954,2024-11-22,250.94,debit card,Cleared
PMT001657,DC100954,2025-10-04,39.33,Direct Debit,Cleared
PMT001658,DC100954,12-04-2026,152.99,Bank Transfer,Cleared
PMT001659,DC100954,2025-02-23,27.59,Cash,Failed
PMT001660,DC100955,06/09/2026,274.43,Cash,Failed
PMT001661,DC100958,20-03-2025,108.75,Debit Card,Cleared
PMT001662,DC100958,05/28/2026,84.22,DEBIT CARD,Cleared
PMT001663,DC100958,2025-04-02,387.98,Standing Order,Cleared
PMT001664,DC100958,2026-07-26,154.33,Cash,Cleared
PMT001665,DC100958,2026-03-10,412.81,Cash,Cleared
PMT001666,DC100959,2024-06-20,168.78,Standing Order,Cleared
PMT001667,DC100959,2024-04-07,162.94,DEBIT CARD,Cleared
PMT001668,DC100959,27-02-2024,173.37,DEBIT CARD,Cleared
PMT001669,DC100960,2025-11-26,390.18,Cash,Cleared
PMT001670,DC100960,2026-04-18,10.71,Debit Card,Cleared
PMT001671,DC100960,2026-06-24,20.78,debit card,Cleared
PMT001672,DC100962,2026-05-18,46.65,DEBIT CARD,Cleared
PMT001673,DC100963,15-04-2025,393.35,Direct Debit,Cleared
PMT001674,DC100964,2026-09-02,46.97,debit card,Cleared
PMT001675,DC100965,21-01-2026,302.06,DEBIT CARD,Cleared
PMT001676,DC100966,2025-12-11,25.93,Debit Card,Cleared
PMT001677,DC100971,2025-10-21,181.55,Debit Card,Cleared
PMT001678,DC100971,22/09/2025,57.75,Direct Debit,Cleared
PMT001679,DC100971,2026-08-25,282.56,Cheque,Cleared
PMT001680,DC100971,2025-11-14,38.2,Standing Order,Cleared
PMT001681,DC100971,2026-02-10,17.51,Card,Cleared
PMT001682,DC100972,2024-11-07,27.27,Card,Cleared
PMT001683,DC100972,12/10/2025,264.75,Card,Cleared
PMT001684,DC100973,2025-07-08,20.71,debit card,Cleared
PMT001685,DC100973,2025-10-23,29.06,Card,Pending
PMT001686,DC100974,05/01/2025,25.24,Standing Order,Cleared
PMT001687,DC100974,28-07-2025,262.91,Direct Debit,Failed
PMT001688,DC100974,2025-03-29,422.99,Card,Cleared
PMT001689,DC100974,2026-02-09,14.19,debit card,Cleared
PMT001690,DC100974,08/24/2025,70.67,DEBIT CARD,Cleared
PMT001691,DC100974,2025-09-13,159.58,Cheque,Pending
PMT001692,DC100977,04-04-2026,6.76,Debit Card,Cleared
PMT001693,DC100977,09/09/2026,204.18,Cash,Cleared
PMT001694,DC100977,2025-06-29,11.88,Cheque,Cleared
PMT001695,DC100977,2026-04-14,102.62,Debit Card,Cleared
PMT001696,DC100977,03/10/2025,335.85,debit card,Cleared
PMT001697,DC100977,17/03/2026,24.82,Debit Card,Failed
PMT001698,DC100977,2026-05-17,29.84,Bank Transfer,Cleared
PMT001699,DC100978,13/02/2026,222.99,Direct Debit,Cleared
PMT001700,DC100979,2026-04-22,151.37,Direct Debit,Cleared
PMT001701,DC100979,27/08/2026,18.7,DEBIT CARD,Failed
PMT001702,DC100980,14-05-2026,350.55,Cheque,Cleared
PMT001703,DC100981,2026-06-29,23.06,Debit Card,Cleared
PMT001704,DC100981,27/05/2025,487.8,DEBIT CARD,Cleared
PMT001705,DC100981,2025-05-19,219.42,Debit Card,Cleared
PMT001706,DC100983,16-03-2026,102.07,debit card,Cleared
PMT001707,DC100983,07/08/2024,332.02,debit card,Cleared
PMT001708,DC100983,2025-07-28,221.46,Cheque,Cleared
PMT001709,DC100983,2025-10-12,119.65,Direct Debit,Cleared
PMT001710,DC100984,26/06/2025,440.12,DEBIT CARD,Pending
PMT001711,DC100984,2025-09-30,17.6,Card,Cleared
